SalesOrderID	CustomerID	SalesPersonID	TerritoryID	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	ShipToAddressLine1	ShipToAddressLine2	ShipToCity	ShipToStateProvinceCode	ShipToStateProvince	ShipToPostalCode	IsOnlyStateProvinceFlag	ShipToCountryRegion
61850	22717		1		574.98	45.9984	14.3745	635.3529	9218 Sanford St.		Walla Walla	WA	Washington	99362	False	United States
61851	19874		6	10525	1169.46	93.5568	29.2365	1292.2533	2061 Normal Ave.		Westminster	BC	British Columbia	V3L 1E7	False	Canada
61852	17559		4		1749.96	139.9968	43.749	1933.7058	8109 Virginia Hills Drive		Bellflower	CA	California	90706	False	United States
61853	20175		7		1214.46	97.1568	30.3615	1341.9783	"8184, rue Malar"		Orleans	45	Loiret	45000	False	France
61854	28549		10	10528	2418.05	193.444	60.4513	2671.9453	2575 Garcia		Warrington	ENG	England	WA3 7BH	True	United Kingdom
61855	11759		9	10523	2384.07	190.7256	59.6018	2634.3974	6969 Eaker Way		Cloverdale	SA	South Australia	6105	False	Australia
61856	11118		9	10534	77.92	6.2336	1.948	86.1016	3853 Wildcat Circle	Unit 13c12	Lavender Bay	NSW	New South Wales	2060	False	Australia
61857	15783		9	10534	34.99	2.7992	0.8748	38.664	7334 Sterling Hill	Unit G12	Hobart	TAS	Tasmania	7001	False	Australia
61858	14517		9	10534	53.99	4.3192	1.3498	59.659	416 Yosemite Circle		North Sydney	NSW	New South Wales	2055	False	Australia
61859	15920		7		1735.98	138.8784	43.3995	1918.2579	"252, rue Jean Mermoz"		Chatou	78	Yveline	78400	False	France
61860	22302		10	10539	1763.97	141.1176	44.0993	1949.1869	3654 Alaska Dr.		Leeds	ENG	England	LE18	True	United Kingdom
61861	20825		10	10539	2443.35	195.468	61.0838	2699.9018	240 Crowm Court		York	ENG	England	YO15	True	United Kingdom
61862	12270		8		2405.47	192.4376	60.1368	2658.0444	Rotthäuser Weg 11		Berlin	NW	Nordrhein-Westfalen	14197	False	Germany
61863	11846		4		49.99	3.9992	1.2498	55.239	4080 Pelican Loop		Long Beach	CA	California	90802	False	United States
61864	28978		4		63.97	5.1176	1.5993	70.6869	6486 Hemlock Drive		Beverly Hills	CA	California	90210	False	United States
61865	28282		1		4.99	0.3992	0.1248	5.514	3348 Del Vista Court		Salem	OR	Oregon	97301	False	United States
61866	11505		6	10536	63.97	5.1176	1.5993	70.6869	5684 San Marino Ct.		Burnaby	BC	British Columbia	V3J 6Z3	False	Canada
61867	27461		1		110.46	8.8368	2.7615	122.0583	197 Adobe Dr	# 999	Yakima	WA	Washington	98901	False	United States
61868	24826		1		96.07	7.6856	2.4018	106.1574	465 Falcon Place		Bremerton	WA	Washington	98312	False	United States
61869	24774		1		32.6	2.608	0.815	36.023	4372 B Way		Salem	OR	Oregon	97301	False	United States
61870	26275		1		27.28	2.1824	0.682	30.1444	7070 W. Watson Court		Yakima	WA	Washington	98901	False	United States
61871	23692		1		42.93	3.4344	1.0733	47.4377	4675 Pomar Way		Redmond	WA	Washington	98052	False	United States
61872	22087		4		94.46	7.5568	2.3615	104.3783	2260 Clear Court		Coronado	CA	California	92118	False	United States
61873	17374		6	10536	77.92	6.2336	1.948	86.1016	8734 Oxford Place		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
61874	23786		1		38.98	3.1184	0.9745	43.0729	6316 Damascus Loop		Bellingham	WA	Washington	98225	False	United States
61875	23261		1		77.92	6.2336	1.948	86.1016	201 Bush Avenue		Issaquah	WA	Washington	98027	False	United States
61876	21814		1		14.98	1.1984	0.3745	16.5529	2246 Breaker Dr.		W. Linn	OR	Oregon	97068	False	United States
61877	20449		4		9.99	0.7992	0.2498	11.039	2036 Bellwood Court		Burlingame	CA	California	94010	False	United States
61878	18814		1		69.99	5.5992	1.7498	77.339	4428 Jones Rd.		Everett	WA	Washington	98201	False	United States
61879	14455		6	10536	119.98	9.5984	2.9995	132.5779	1987 Jennifer Way		Metchosin	BC	British Columbia	V9	False	Canada
61880	19246		1		69.99	5.5992	1.7498	77.339	7022 Muth Dr.		Issaquah	WA	Washington	98027	False	United States
61881	18673		4		128.97	10.3176	3.2243	142.5119	5672 San Jose Ave.		Beverly Hills	CA	California	90210	False	United States
61882	14352		1		85.48	6.8384	2.137	94.4554	206 Greenview Court		Lynnwood	WA	Washington	98036	False	United States
61883	21447		6	10536	21.98	1.7584	0.5495	24.2879	2226 Wilson Lane		Port Hammond	BC	British Columbia	V6B 3P7	False	Canada
61884	15115		7		94.48	7.5584	2.362	104.4004	"33, rue Georges-Clémenceau"		Dunkerque	59	Nord	59140	False	France
61885	16198		10	10539	85.48	6.8384	2.137	94.4554	6607 Panoramic Avenue		Cheltenham	ENG	England	GL50	True	United Kingdom
61886	13773		7		42.28	3.3824	1.057	46.7194	"1, place de Brazaville"		Dunkerque	59	Nord	59140	False	France
61887	20595		7		69.97	5.5976	1.7493	77.3169	"65, boulevard Tremblay"		Pantin	93	Seine Saint Denis	93500	False	France
61888	25689		10	10539	6.28	0.5024	0.157	6.9394	1032 Coats Road		Stoke-on-Trent	ENG	England	AS23	True	United Kingdom
61889	24851		10	10539	29.48	2.3584	0.737	32.5754	1264 Eureka Lane		Berks	ENG	England	SL4 1RH	True	United Kingdom
61890	26912		8		27.77	2.2216	0.6943	30.6859	Am Gallberg 61		Braunschweig	NW	Nordrhein-Westfalen	38001	False	Germany
61891	24568		10	10539	13.98	1.1184	0.3495	15.4479	9390 Janin Pl.		Gateshead	ENG	England	GA10	True	United Kingdom
61892	29417		8		195.27	15.6216	4.8818	215.7734	Heideweg 6457		München	HH	Hamburg	80074	False	Germany
61893	16579		10	10539	27.96	2.2368	0.699	30.8958	4008 Charlotte Court		Cheltenham	ENG	England	GL50	True	United Kingdom
61894	12111		4		74.98	5.9984	1.8745	82.8529	1899 Trail Way		Fremont	CA	California	94536	False	United States
61895	11869		6	10536	37.29	2.9832	0.9323	41.2055	3815 Berry Dr.		Westminster	BC	British Columbia	V3L 1H4	False	Canada
61896	11852		4		74.98	5.9984	1.8745	82.8529	1345 Prospect Street		Lakewood	CA	California	90712	False	United States
61897	14341		6	10536	111.96	8.9568	2.799	123.7158	9306 Cleveland Road		Langley	BC	British Columbia	V3A 4R2	False	Canada
61898	15864		6	10536	21.98	1.7584	0.5495	24.2879	8080 Lancelot Dr.		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
61899	12719		7		14.98	1.1984	0.3745	16.5529	"660, rue Villedo"		Sèvres	92	Hauts de Seine	92310	False	France
61900	11602		8		34.99	2.7992	0.8748	38.664	Am Gallberg 645		Salzgitter	HE	Hessen	38231	False	Germany
61901	14636		1		839.48	67.1584	20.987	927.6254	9464 Virginia Hills		Lake Oswego	OR	Oregon	97034	False	United States
61902	15876		6	10536	2350.96	188.0768	58.774	2597.8108	5345 Willow Avenue		Metchosin	BC	British Columbia	V9	False	Canada
61903	14470		4		2381.96	190.5568	59.549	2632.0658	5 Curletto Dr.		Mill Valley	CA	California	94941	False	United States
61904	14447		1		2384.96	190.7968	59.624	2635.3808	4995 North Civic Drive		Bellingham	WA	Washington	98225	False	United States
61905	13591		10	10539	2442.03	195.3624	61.0508	2698.4432	2168 Reading Drive		York	ENG	England	Y03 4TN	True	United Kingdom
61906	23425		9	10534	1769.96	141.5968	44.249	1955.8058	250 Montgomery Ave.		Brisbane	QLD	Queensland	4000	False	Australia
61907	20450		9	10534	2443.35	195.468	61.0838	2699.9018	2897 Stonehedge Dr		Lane Cove	NSW	New South Wales	1597	False	Australia
61908	17353		9	10534	2457.33	196.5864	61.4333	2715.3497	9554 Duke Way		South Melbourne	VIC	Victoria	3205	False	Australia
61909	12248		9	10534	539.99	43.1992	13.4998	596.689	658 Coastal Blvd		Geelong	VIC	Victoria	3220	False	Australia
61910	12250		9	10534	564.99	45.1992	14.1248	624.314	8946 Turning View		Brisbane	QLD	Queensland	4000	False	Australia
61911	13618		9	10534	2294.99	183.5992	57.3748	2535.964	5508 Trembath Court		Geelong	VIC	Victoria	3220	False	Australia
61912	13629		9	10534	2426.95	194.156	60.6738	2681.7798	9595 Zion Avenue		Rockhampton	QLD	Queensland	4700	False	Australia
61913	11991		9	10534	2319.99	185.5992	57.9998	2563.589	3410 Hemlock Ave.		Milsons Point	NSW	New South Wales	2061	False	Australia
61914	26056		4		2438.06	195.0448	60.9515	2694.0563	9975 Haynes Court		Bellflower	CA	California	90706	False	United States
61915	24654		4		2453.04	196.2432	61.326	2710.6092	8486 Kipling Court		Imperial Beach	CA	California	91932	False	United States
61916	20525		4		1155.48	92.4384	28.887	1276.8054	9737 Boxwood Dr		Bellflower	CA	California	90706	False	United States
61917	21333		1		1174.48	93.9584	29.362	1297.8004	204 Heathrow Court		Woodburn	OR	Oregon	97071	False	United States
61918	17116		6	10536	1764.96	141.1968	44.124	1950.2808	6014 La Vista Circle		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
61919	29086		9	10534	805.33	64.4264	20.1333	889.8897	2333 62nd Ave		Rockhampton	QLD	Queensland	4700	False	Australia
61920	11766		9	10534	2461.03	196.8824	61.5258	2719.4382	1060 Mcelroy Court		South Melbourne	VIC	Victoria	3205	False	Australia
61921	23320		9	10534	548.98	43.9184	13.7245	606.6229	4008 Tosca Way		Sydney	NSW	New South Wales	1002	False	Australia
61922	19098		9	10545	119.95	9.596	2.9988	132.5448	4884 Maria Vega Court		Coffs Harbour	NSW	New South Wales	2450	False	Australia
61923	18270		9	10545	85.48	6.8384	2.137	94.4554	5637 Boyd Road		Wollongong	NSW	New South Wales	2500	False	Australia
61924	25233		9	10545	7.28	0.5824	0.182	8.0444	558 Levee Rd.		Warrnambool	VIC	Victoria	3280	False	Australia
61925	19324		7		819.48	65.5584	20.487	905.5254	"8, avenue de Norvege"		Paris	75	Seine (Paris)	75012	False	France
61926	11253		6	10547	53.99	4.3192	1.3498	59.659	5703 Donald Dr.		Victoria	BC	British Columbia	V8V	False	Canada
61927	11253		6	10547	2.29	0.1832	0.0573	2.5305	5703 Donald Dr.		Victoria	BC	British Columbia	V8V	False	Canada
61928	11502		6	10547	53.99	4.3192	1.3498	59.659	6878 Dublin		Shawnee	BC	British Columbia	V8Z 4N5	False	Canada
61929	11181		4		3.99	0.3192	0.0998	4.409	1085 Greenbelt Way	Unit B-105	Los Angeles	CA	California	90012	False	United States
61930	28009		4		7.28	0.5824	0.182	8.0444	5323 Stanford St		La Jolla	CA	California	92806	False	United States
61931	27619		4		33.98	2.7184	0.8495	37.5479	8713 Yosemite Ct.		Chula Vista	CA	California	91910	False	United States
61932	13268		6	10547	69.97	5.5976	1.7493	77.3169	7695 Pastel Drive		Victoria	BC	British Columbia	V8V	False	Canada
61933	21771		4		22.93	1.8344	0.5733	25.3377	2109 Harvey Way		Chula Vista	CA	California	91910	False	United States
61934	17410		6	10547	144.47	11.5576	3.6118	159.6394	2118 Court Lane		Victoria	BC	British Columbia	V8V	False	Canada
61935	20128		1		78.98	6.3184	1.9745	87.2729	6076 Citrus Ave		Woodburn	OR	Oregon	97071	False	United States
61936	17432		1		4.99	0.3992	0.1248	5.514	9362 Akyn Rock Drive		Portland	OR	Oregon	97205	False	United States
61937	16154		4		4.99	0.3992	0.1248	5.514	5682 Leslie Avenue		San Francisco	CA	California	94109	False	United States
61938	13876		4		21.98	1.7584	0.5495	24.2879	7754 Camino Peral		Chula Vista	CA	California	91910	False	United States
61939	15712		10	10550	32.6	2.608	0.815	36.023	2237 Buena Vista Ave.		London	ENG	England	SW1P 2NU	True	United Kingdom
61940	20968		10	10550	34.98	2.7984	0.8745	38.6529	2152 Roan Lane		York	ENG	England	YO15	True	United Kingdom
61941	24576		10	10550	89.97	7.1976	2.2493	99.4169	3406 Raven Court		Leeds	ENG	England	LE18	True	United Kingdom
61942	23956		8		67.49	5.3992	1.6873	74.5765	Erlenweg 2		Ingolstadt	BY	Bayern	85049	False	Germany
61943	24188		10	10550	12.94	1.0352	0.3235	14.2987	9040 Pierce		Cheltenham	ENG	England	GL50	True	United Kingdom
61944	26410		7		28.99	2.3192	0.7248	32.034	"2155, avenue Foch"		Saint Germain en Laye	78	Yveline	78100	False	France
61945	12166		6	10547	37.29	2.9832	0.9323	41.2055	1261 Sierrawood Court		N. Vancouver	BC	British Columbia	V7L 4J4	False	Canada
61946	17374		6	10547	39.25	3.14	0.9813	43.3713	8734 Oxford Place		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
61947	12971		4		21.98	1.7584	0.5495	24.2879	4945 Pennsylvania Blvd.		Colma	CA	California	94014	False	United States
61948	14576		1		777.44	62.1952	19.436	859.0712	3884 Beauty Street		Renton	WA	Washington	98055	False	United States
61949	15906		6	10547	2341.97	187.3576	58.5493	2587.8769	3192 Shore Rd.		Sooke	BC	British Columbia	V0	False	Canada
61950	14601		4		2376.96	190.1568	59.424	2626.5408	7554 Grammercy Lane		Concord	CA	California	94519	False	United States
61951	14471		4		2354.99	188.3992	58.8748	2602.264	8867 Terranova Drive		San Carlos	CA	California	94070	False	United States
61952	14451		4		2362.27	188.9816	59.0568	2610.3084	9564 Wiget Lane		Lakewood	CA	California	90712	False	United States
61953	15846		6	10547	2496.27	199.7016	62.4068	2758.3784	4194 Baywood Drive		Metchosin	BC	British Columbia	V9	False	Canada
61954	28557		10	10550	2419.06	193.5248	60.4765	2673.0613	5438 Sharon Place		Kirkby	ENG	England	KB9	True	United Kingdom
61955	25758		8		2428.05	194.244	60.7013	2682.9953	Klara Straße 84		Hamburg	HH	Hamburg	20354	False	Germany
61956	20452		9	10545	2578.43	206.2744	64.4608	2849.1652	9870 Santa Maria Ct.		Sunbury	VIC	Victoria	3429	False	Australia
61957	20614		9	10545	2457.33	196.5864	61.4333	2715.3497	2801 San Ramon Road		Newcastle	NSW	New South Wales	2300	False	Australia
61958	25218		9	10545	1184.46	94.7568	29.6115	1308.8283	2314 Chelsea Way		Geelong	VIC	Victoria	3220	False	Australia
61959	24504		9	10545	1120.49	89.6392	28.0123	1238.1415	7311 Blackridge Dr.		Lane Cove	NSW	New South Wales	1597	False	Australia
61960	25231		9	10545	1189.46	95.1568	29.7365	1314.3533	2856 High St.		Wollongong	NSW	New South Wales	2500	False	Australia
61961	23276		4		2393.06	191.4448	59.8265	2644.3313	6322 Springwood Way		Bellflower	CA	California	90706	False	United States
61962	25990		1		2447.05	195.764	61.1763	2703.9903	8311 Roland Drive		Portland	OR	Oregon	97205	False	United States
61963	26060		4		2419.06	193.5248	60.4765	2673.0613	744 Ohara Avenue		San Gabriel	CA	California	91776	False	United States
61964	22749		1		600.46	48.0368	15.0115	663.5083	3630 Second Avenue		Port Orchard	WA	Washington	98366	False	United States
61965	20682		4		1735.98	138.8784	43.3995	1918.2579	6011 Driftwood Dr.		Grossmont	CA	California	91941	False	United States
61966	24051		10	10550	1170.48	93.6384	29.262	1293.3804	333 Merced Circle		Stoke-on-Trent	ENG	England	AS23	True	United Kingdom
61967	24101		10	10550	1170.48	93.6384	29.262	1293.3804	7419 Donaleen Ct.		Watford	ENG	England	WA3	True	United Kingdom
61968	11896		9	10545	2401.01	192.0808	60.0253	2653.1161	8851 Northridge Dr.		Springwood	NSW	New South Wales	2777	False	Australia
61969	11900		9	10545	2482.04	198.5632	62.051	2742.6542	4002 Fawn Glen Circle		Newcastle	NSW	New South Wales	2300	False	Australia
61970	27877		9	10545	1228.83	98.3064	30.7208	1357.8572	2028 Revision Dr.		Warrnambool	VIC	Victoria	3280	False	Australia
61971	27501		9	10545	578.46	46.2768	14.4615	639.1983	3265 E. 62nd Street		Lavender Bay	NSW	New South Wales	2060	False	Australia
61972	11882		1		7.95	0.636	0.1988	8.7848	2880 Ponderosa Dr.		Seattle	WA	Washington	98104	False	United States
61973	16704		9	10556	37.27	2.9816	0.9318	41.1834	699 Hummingbird Ct.		Lane Cove	NSW	New South Wales	1597	False	Australia
61974	16711		9	10556	69.97	5.5976	1.7493	77.3169	7527 Eola		North Sydney	NSW	New South Wales	2055	False	Australia
61975	21971		9	10556	32.28	2.5824	0.807	35.6694	6144 Rising Dawn Way		Gold Coast	QLD	Queensland	4217	False	Australia
61976	12038		9	10556	64.47	5.1576	1.6118	71.2394	1314 Skyline Dr.		Darlinghurst	NSW	New South Wales	2010	False	Australia
61977	11116		9	10556	113.47	9.0776	2.8368	125.3844	7943 Cunha Ct.		Sydney	NSW	New South Wales	1002	False	Australia
61978	27491		9	10556	38.98	3.1184	0.9745	43.0729	2855 Playa		Matraville	NSW	New South Wales	2036	False	Australia
61979	24870		10	10561	2457.33	196.5864	61.4333	2715.3497	9613 Camino Royale		Oxford	ENG	England	OX1	True	United Kingdom
61980	17632		10	10561	819.46	65.5568	20.4865	905.5033	2779 Ramsay Circle		Berkshire	ENG	England	RG11 5TP	True	United Kingdom
61981	16054		10	10561	826.46	66.1168	20.6615	913.2383	3601 Stinson		Wokingham	ENG	England	RG41 1QW	True	United Kingdom
61982	11501		6	10558	59.98	4.7984	1.4995	66.2779	7089 Monti Circle		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
61983	27648		1		23.78	1.9024	0.5945	26.2769	1862 Court Lane		Walla Walla	WA	Washington	99362	False	United States
61984	16247		6	10558	34.89	2.7912	0.8723	38.5535	7627 Hidden Oak Ct.		Sooke	BC	British Columbia	V0	False	Canada
61985	24263		4		34.89	2.7912	0.8723	38.5535	1994 South Villa Way		La Jolla	CA	California	92806	False	United States
61986	23333		1		119.96	9.5968	2.999	132.5558	7511 Cooper Dr.		Beaverton	OR	Oregon	97005	False	United States
61987	24261		4		71.58	5.7264	1.7895	79.0959	5123 Gumwood		Concord	CA	California	94519	False	United States
61988	21724		4		14.98	1.1984	0.3745	16.5529	33 RiverRock Dr		Concord	CA	California	94519	False	United States
61989	21692		1		14.98	1.1984	0.3745	16.5529	6149 Everett Court		Yakima	WA	Washington	98901	False	United States
61990	13289		6	10558	4.99	0.3992	0.1248	5.514	6652 Birch Park Rd		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
61991	27633		6	10558	22.26	1.7808	0.5565	24.5973	8155 Arnold Dr.		Victoria	BC	British Columbia	V8V	False	Canada
61992	21725		6	10558	4.99	0.3992	0.1248	5.514	8607 Pineview Lane		Victoria	BC	British Columbia	V8V	False	Canada
61993	13902		4		21.98	1.7584	0.5495	24.2879	3725 Odin Dr.		Concord	CA	California	94519	False	United States
61994	18081		6	10558	21.98	1.7584	0.5495	24.2879	1130 Fillet Ave.		Port Hammond	BC	British Columbia	V6B 3P7	False	Canada
61995	19507		7		6.28	0.5024	0.157	6.9394	"51, impasse Ste-Madeleine"		Paris	75	Seine (Paris)	75013	False	France
61996	27938		10	10561	38.98	3.1184	0.9745	43.0729	1226 Linden Lane		London	ENG	England	W1N 9FA	True	United Kingdom
61997	11795		4		39.99	3.1992	0.9998	44.189	4303 Athene Drive		Downey	CA	California	90241	False	United States
61998	11858		4		35	2.8	0.875	38.675	8005 Ranchhand Court		San Gabriel	CA	California	91776	False	United States
61999	11342		7		48.97	3.9176	1.2243	54.1119	"68062, rue des Grands Champs"		Boulogne-sur-Mer	62	Pas de Calais	62200	False	France
62000	13331		4		65.96	5.2768	1.649	72.8858	6951 Harmony Way		Imperial Beach	CA	California	91932	False	United States
62001	14867		6	10558	839.48	67.1584	20.987	927.6254	7185 St George Dr		Oak Bay	BC	British Columbia	V8P	False	Canada
62002	15908		4		630.94	50.4752	15.7735	697.1887	3627 Creekside Drive		Imperial Beach	CA	California	91932	False	United States
62003	14485		4		2312.26	184.9808	57.8065	2555.0473	5823 Trail Way	# 208	Redwood City	CA	California	94063	False	United States
62004	15905		6	10558	2500.97	200.0776	62.5243	2763.5719	613 Lakehurst Dr.		Langley	BC	British Columbia	V3A 4R2	False	Canada
62005	12042		1		2396.96	191.7568	59.924	2648.6408	7468 Lindley Ct.		Yakima	WA	Washington	98901	False	United States
62006	24201		7		2428.05	194.244	60.7013	2682.9953	"16, rue Surcouf"		Chatou	78	Yveline	78400	False	France
62007	23433		9	10556	1700.99	136.0792	42.5248	1879.594	5201 Dumbarton Street		Hobart	TAS	Tasmania	7001	False	Australia
62008	24505		9	10556	1120.49	89.6392	28.0123	1238.1415	8612 Pembrook Court		Perth	SA	South Australia	6006	False	Australia
62009	13647		9	10556	2359.98	188.7984	58.9995	2607.7779	9806 North Star Dr.		East Brisbane	QLD	Queensland	4169	False	Australia
62010	13649		9	10556	2369.97	189.5976	59.2493	2618.8169	Pascalstr 646		Townsville	QLD	Queensland	4810	False	Australia
62011	23819		6	10558	1223.84	97.9072	30.596	1352.3432	5210 Lillian Dr		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
62012	25943		4		2433.04	194.6432	60.826	2688.5092	5765 Mellowood St.		Novato	CA	California	94947	False	United States
62013	22234		6	10558	2398.05	191.844	59.9513	2649.8453	9424 Oakgrove		Shawnee	BC	British Columbia	V8Z 4N5	False	Canada
62014	25979		1		2384.07	190.7256	59.6018	2634.3974	5090 Pepper Way		Beaverton	OR	Oregon	97005	False	United States
62015	20437		4		1155.48	92.4384	28.887	1276.8054	5197 Camino Ricardo		West Covina	CA	California	91791	False	United States
62016	20145		7		1184.46	94.7568	29.6115	1308.8283	"63, allée des Princes"		Chatou	78	Yveline	78400	False	France
62017	12807		8		539.99	43.1992	13.4998	596.689	Altendorfer Straße 5		Offenbach	SL	Saarland	63009	False	Germany
62018	11906		9	10556	2384.07	190.7256	59.6018	2634.3974	4938 Nightingale Drive		Brisbane	QLD	Queensland	4000	False	Australia
62019	14224		9	10556	1249.84	99.9872	31.246	1381.0732	5002 Starflower Dr.		Lane Cove	NSW	New South Wales	1597	False	Australia
62020	11767		9	10556	2443.55	195.484	61.0888	2700.1228	8250 11th Avenue		Hawthorne	QLD	Queensland	4171	False	Australia
62021	23100		9	10556	563.77	45.1016	14.0943	622.9659	6694 Trasher Road		Brisbane	QLD	Queensland	4000	False	Australia
62022	11507		6	10569	7.95	0.636	0.1988	8.7848	2427 Pastime Dr		Victoria	BC	British Columbia	V8V	False	Canada
62023	11370		9	10567	29.98	2.3984	0.7495	33.1279	3743 Grenadine Way		South Melbourne	VIC	Victoria	3205	False	Australia
62024	22177		9	10567	24.27	1.9416	0.6068	26.8184	5236 Clayton Road		Port Macquarie	NSW	New South Wales	2444	False	Australia
62025	18727		9	10567	53.99	4.3192	1.3498	59.659	5222 Michael Lance		Melbourne	VIC	Victoria	3000	False	Australia
62026	17061		9	10567	53.99	4.3192	1.3498	59.659	9442 Thors Bay Road		Silverwater	NSW	New South Wales	2264	False	Australia
62027	15146		9	10567	34.99	2.7992	0.8748	38.664	6358 Parkview Court		Lane Cove	NSW	New South Wales	1597	False	Australia
62028	14665		9	10567	49.99	3.9992	1.2498	55.239	7832 Military East		Warrnambool	VIC	Victoria	3280	False	Australia
62029	17327		9	10567	8.99	0.7192	0.2248	9.934	2192 Pacifica Ave		Cloverdale	SA	South Australia	6105	False	Australia
62030	14516		9	10567	53.99	4.3192	1.3498	59.659	2110 Elm St.		Malabar	NSW	New South Wales	2036	False	Australia
62031	19626		9	10567	13.98	1.1184	0.3495	15.4479	4346 Via Rerrari		Goulburn	NSW	New South Wales	2580	False	Australia
62032	21679		10	10572	1700.99	136.0792	42.5248	1879.594	4684 Frigate Ct.		Berkshire	ENG	England	RG11 5TP	True	United Kingdom
62033	15624		7		2354.98	188.3984	58.8745	2602.2529	"4343, rue Léo Delibes"		Paris La Defense	92	Hauts de Seine	92081	False	France
62034	15085		7		2366.96	189.3568	59.174	2615.4908	"88, impasse Notre-Dame"		Morangis	91	Essonne	91420	False	France
62035	14428		8		2329.98	186.3984	58.2495	2574.6279	Nollendorfplatz 2		Poing	SL	Saarland	66041	False	Germany
62036	11142		6	10569	63.97	5.1176	1.5993	70.6869	6255 Macalvey Dr.		Langford	BC	British Columbia	V9	False	Canada
62037	28187		4		39.98	3.1984	0.9995	44.1779	4633 Jefferson Street		Los Angeles	CA	California	90012	False	United States
62038	26516		4		32.27	2.5816	0.8068	35.6584	6152 Del Mar Ave		Imperial Beach	CA	California	91932	False	United States
62039	24512		4		32.6	2.608	0.815	36.023	4965 Bishop Court		Burlingame	CA	California	94010	False	United States
62040	12196		6	10569	69.97	5.5976	1.7493	77.3169	6600 Court Street		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
62041	17371		6	10569	64.97	5.1976	1.6243	71.7919	3612 Vista Place		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
62042	24624		4		38.88	3.1104	0.972	42.9624	4535 Sun Hill Lane		Fremont	CA	California	94536	False	United States
62043	23693		4		119.96	9.5968	2.999	132.5558	6212 Alpine Drive		San Francisco	CA	California	94109	False	United States
62044	14370		6	10569	14.98	1.1984	0.3745	16.5529	3610 Seal Way		Burnaby	BC	British Columbia	V3J 6Z3	False	Canada
62045	14091		6	10569	64.97	5.1976	1.6243	71.7919	2524 Coggins Drive		N. Vancouver	BC	British Columbia	V7L 4J4	False	Canada
62046	19715		4		123.98	9.9184	3.0995	136.9979	2171 H Stagecoach Rd		Imperial Beach	CA	California	91932	False	United States
62047	16910		6	10569	69.99	5.5992	1.7498	77.339	6058 Foothill Way		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
62048	19011		4		78.98	6.3184	1.9745	87.2729	5818 San Rafael		Grossmont	CA	California	91941	False	United States
62049	17547		4		4.99	0.3992	0.1248	5.514	9322 Dianda Drive		Bellflower	CA	California	90706	False	United States
62050	14729		4		4.99	0.3992	0.1248	5.514	5669 Ironwood Way		Bellflower	CA	California	90706	False	United States
62051	22144		6	10569	89.97	7.1976	2.2493	99.4169	2901 Sunny Ave		Haney	BC	British Columbia	V2W 1W2	False	Canada
62052	17213		10	10572	124.97	9.9976	3.1243	138.0919	2545 Boxer Blvd		Berks	ENG	England	SL4 1RH	True	United Kingdom
62053	16584		10	10572	132.97	10.6376	3.3243	146.9319	3771 Concerto Circle		Watford	ENG	England	WA3	True	United Kingdom
62054	17712		7		56.96	4.5568	1.424	62.9408	"3394, rue Surcouf"		Versailles	78	Yveline	78000	False	France
62055	19306		7		29.48	2.3584	0.737	32.5754	"34, boulevard Tremblay"		Pantin	93	Seine Saint Denis	93500	False	France
62056	11545		7		53.99	4.3192	1.3498	59.659	"88, rue Georges-Clémenceau"		Paris	75	Seine (Paris)	75012	False	France
62057	22390		8		29.48	2.3584	0.737	32.5754	Residenz Straße 644	Unit F	Stuttgart	SL	Saarland	70452	False	Germany
62058	23221		8		38.98	3.1184	0.9745	43.0729	Postfach 66 00 77		Poing	SL	Saarland	66041	False	Germany
62059	18619		8		38.98	3.1184	0.9745	43.0729	Kappellweg 664		Salzgitter	HE	Hessen	38231	False	Germany
62060	28879		10	10572	102.96	8.2368	2.574	113.7708	5349 Keller Ridge Dr.		Warrington	ENG	England	WA3 7BH	True	United Kingdom
62061	22556		7		60.47	4.8376	1.5118	66.8194	"59, place de la Concorde"		Tremblay-en-France	93	Seine Saint Denis	93290	False	France
62062	11174		4		42.28	3.3824	1.057	46.7194	1318 Lasalle Street		Los Angeles	CA	California	90012	False	United States
62063	16731		6	10569	31.97	2.5576	0.7993	35.3269	9003 C St.		Newton	BC	British Columbia	V2L3W8	False	Canada
62064	13444		4		56.97	4.5576	1.4243	62.9519	6121 Pebble Glen Drive		Beverly Hills	CA	California	90210	False	United States
62065	12236		8		34.99	2.7992	0.8748	38.664	Potsdamer Straße 929		Hamburg	HE	Hessen	22001	False	Germany
62066	14617		1		839.46	67.1568	20.9865	927.6033	8225 Northridge Road		Edmonds	WA	Washington	98020	False	United States
62067	13029		1		779.48	62.3584	19.487	861.3254	4581 Coggins Drive		Port Orchard	WA	Washington	98366	False	United States
